,EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,OCCGROUP,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,PWDALLCOUNT,VISMINALLCOUNT
292138,Bank of Montreal,2018,Part-Time,Provincial,British Columbia,Overall,473,90,383,19,30,171
292167,Bank of Montreal,2018,Part-Time,Provincial,Saskatchewan,Overall,77,9,68,1,2,17
292184,Bank of Montreal,2018,Part-Time,Provincial,Alberta,Overall,311,52,259,7,9,119
292205,Bank of Montreal,2018,Part-Time,Provincial,Newfoundland and Labrador,Overall,48,4,44,5,0,5
292394,Banque Laurentienne du Canada,2018,Full-Time,Provincial,Ontario,Overall,944,448,496,2,35,395
292419,Banque Laurentienne du Canada,2018,Full-Time,Provincial,Québec,Overall,1914,775,1139,8,110,410
292523,Banque Laurentienne du Canada,2018,Part-Time,Provincial,Ontario,Overall,14,5,9,0,0,6
292532,Banque Laurentienne du Canada,2018,Part-Time,Provincial,Québec,Overall,165,21,144,1,12,40
292620,Banque Nationale du Canada,2018,Full-Time,Provincial,Ontario,Overall,1024,496,528,8,27,330
292661,Banque Nationale du Canada,2018,Full-Time,Provincial,Québec,Overall,10818,4985,5833,61,247,2151
292702,Banque Nationale du Canada,2018,Full-Time,Provincial,New Brunswick,Overall,149,65,84,3,2,10
292731,Banque Nationale du Canada,2018,Full-Time,Provincial,Alberta,Overall,122,69,53,3,5,23
292908,Banque Nationale du Canada,2018,Part-Time,Provincial,Ontario,Overall,222,37,185,1,6,37
292929,Banque Nationale du Canada,2018,Part-Time,Provincial,Québec,Overall,1838,259,1579,19,48,190
292962,Banque Nationale du Canada,2018,Part-Time,Provincial,New Brunswick,Overall,65,4,61,1,3,2
292971,Banque Nationale du Canada,2018,Part-Time,Provincial,Alberta,Overall,9,0,9,0,1,4
293242,Bell Canada,2018,Full-Time,Provincial,Ontario,Overall,15234,9472,5762,342,732,4392
293371,Bell Canada,2018,Full-Time,Provincial,Québec,Overall,8534,5251,3283,152,306,1508
293508,Bell Canada,2018,Full-Time,Provincial,Nova Scotia,Overall,1263,825,438,36,72,83
293601,Bell Canada,2018,Full-Time,Provincial,New Brunswick,Overall,1276,861,415,23,41,66
293690,Bell Canada,2018,Full-Time,Provincial,Manitoba,Overall,1863,1231,632,150,61,235
293775,Bell Canada,2018,Full-Time,Provincial,British Columbia,Overall,800,522,278,14,41,229
293868,Bell Canada,2018,Full-Time,Provincial,Prince Edward Island,Overall,139,88,51,1,3,3
293901,Bell Canada,2018,Full-Time,Provincial,Saskatchewan,Overall,141,92,49,4,4,15
293946,Bell Canada,2018,Full-Time,Provincial,Alberta,Overall,700,458,242,31,35,142
294039,Bell Canada,2018,Full-Time,Provincial,Newfoundland and Labrador,Overall,835,536,299,27,22,20
294840,Bell Canada,2018,Part-Time,Provincial,Ontario,Overall,1616,1001,615,28,58,330
294905,Bell Canada,2018,Part-Time,Provincial,Québec,Overall,974,621,353,20,30,205
294978,Bell Canada,2018,Part-Time,Provincial,Nova Scotia,Overall,159,95,64,6,17,22
294999,Bell Canada,2018,Part-Time,Provincial,New Brunswick,Overall,98,66,32,3,8,5
295016,Bell Canada,2018,Part-Time,Provincial,Manitoba,Overall,522,280,242,42,19,118
295045,Bell Canada,2018,Part-Time,Provincial,British Columbia,Overall,389,255,134,6,12,58
295070,Bell Canada,2018,Part-Time,Provincial,Prince Edward Island,Overall,12,9,3,0,0,2
295075,Bell Canada,2018,Part-Time,Provincial,Saskatchewan,Overall,50,33,17,1,0,9
295092,Bell Canada,2018,Part-Time,Provincial,Alberta,Overall,407,289,118,12,21,78
295121,Bell Canada,2018,Part-Time,Provincial,Newfoundland and Labrador,Overall,104,56,48,7,17,14
295390,Bell Solutions Techniques Inc.,2018,Full-Time,Provincial,Ontario,Overall,2616,2513,103,36,55,485
295415,Bell Solutions Techniques Inc.,2018,Full-Time,Provincial,Québec,Overall,1667,1598,69,55,26,386
295499,Bell Solutions Techniques Inc.,2018,Part-Time,Provincial,Ontario,Overall,220,216,4,2,3,32
295508,Bell Solutions Techniques Inc.,2018,Part-Time,Provincial,Québec,Overall,696,686,10,4,2,139
295552,Bell Solutions Techniques Inc.,2018,Temporary,Provincial,Ontario,Overall,1233,1206,27,5,5,61
295565,Bell Solutions Techniques Inc.,2018,Temporary,Provincial,Québec,Overall,166,147,19,0,2,21
295637,Bessette & Boudreau Inc.,2018,Full-Time,Provincial,Québec,Overall,135,112,23,0,1,5
295691,Bessette & Boudreau Inc.,2018,Part-Time,Provincial,Québec,Overall,26,22,4,0,0,0
295769,Big Freight Systems Inc.,2018,Full-Time,Provincial,Manitoba,Overall,176,145,31,5,5,22
295888,Big Freight Systems Inc.,2018,Part-Time,Provincial,Manitoba,Overall,5,5,0,1,0,0
295967,Bison Transport Inc.,2018,Full-Time,Provincial,Ontario,Overall,222,197,25,5,8,38
296016,Bison Transport Inc.,2018,Full-Time,Provincial,Manitoba,Overall,807,626,181,52,41,187
296069,Bison Transport Inc.,2018,Full-Time,Provincial,British Columbia,Overall,121,106,15,6,5,30
296098,Bison Transport Inc.,2018,Full-Time,Provincial,Alberta,Overall,523,474,49,9,15,180
296397,Bison Transport Inc.,2018,Part-Time,Provincial,Ontario,Overall,7,6,1,1,0,0
296414,Bison Transport Inc.,2018,Part-Time,Provincial,Manitoba,Overall,62,49,13,8,3,9
296451,Bison Transport Inc.,2018,Part-Time,Provincial,British Columbia,Overall,15,15,0,0,1,4
296456,Bison Transport Inc.,2018,Part-Time,Provincial,Alberta,Overall,67,66,1,0,1,25
296571,Blackburn Radio Inc.,2018,Full-Time,Provincial,Ontario,Overall,151,85,66,0,9,5
296613,Blackburn Radio Inc.,2018,Part-Time,Provincial,Ontario,Overall,6,2,4,0,1,0
296659,Blue Ant Media Inc.,2018,Full-Time,Provincial,Ontario,Overall,172,77,95,0,2,41
296738,Blue Ant Media Inc.,2018,Part-Time,Provincial,Ontario,Overall,1,0,1,0,0,0
296777,BNP Paribas,2018,Full-Time,Provincial,Québec,Overall,640,375,265,0,3,252
296852,BNP Paribas,2018,Part-Time,Provincial,Québec,Overall,4,0,4,0,0,0
296939,Bradley Air Services Limited,2018,Full-Time,Provincial,Ontario,Overall,363,222,141,7,4,55
296988,Bradley Air Services Limited,2018,Full-Time,Provincial,Northwest Territories,Overall,215,155,60,14,3,31
297025,Bradley Air Services Limited,2018,Full-Time,Provincial,Nunavut,Overall,231,191,40,46,5,21
297091,Bradley Air Services Limited,2018,Part-Time,Provincial,Ontario,Overall,63,29,34,5,0,17
297120,Bradley Air Services Limited,2018,Part-Time,Provincial,Northwest Territories,Overall,42,14,28,9,1,6
297133,Bradley Air Services Limited,2018,Part-Time,Provincial,Nunavut,Overall,72,48,24,38,2,7
297199,Bragg Communications Inc.,2018,Full-Time,Provincial,Ontario,Overall,155,135,20,6,2,5
297232,Bragg Communications Inc.,2018,Full-Time,Provincial,Nova Scotia,Overall,1027,632,395,31,57,103
297347,Bragg Communications Inc.,2018,Part-Time,Provincial,Ontario,Overall,7,5,2,1,0,1
297356,Bragg Communications Inc.,2018,Part-Time,Provincial,Nova Scotia,Overall,76,37,39,4,3,13
297427,Brasseur Transport Inc. (Inactive),2018,Full-Time,Provincial,Québec,Overall,125,108,17,1,6,1
297490,Brasseur Transport Inc. (Inactive),2018,Part-Time,Provincial,Québec,Overall,15,13,2,0,0,0
297565,Brett-Young Seeds Limited,2018,Full-Time,Provincial,Manitoba,Overall,97,85,12,9,1,13
297664,Brett-Young Seeds Limited,2018,Part-Time,Provincial,Manitoba,Overall,3,2,1,0,2,0
297711,Brian Kurtz Trucking Ltd.,2018,Full-Time,Provincial,Ontario,Overall,106,85,21,2,7,4
297761,Brian Kurtz Trucking Ltd.,2018,Part-Time,Provincial,Ontario,Overall,8,6,2,1,0,0
297807,Bridgewater Bank,2018,Full-Time,Provincial,Alberta,Overall,110,43,67,1,6,36
297886,Bridgewater Bank,2018,Part-Time,Provincial,Alberta,Overall,4,0,4,0,0,2
297957,Brink's Canada Limited,2018,Full-Time,Provincial,Ontario,Overall,713,516,197,17,12,153
298002,Brink's Canada Limited,2018,Full-Time,Provincial,Québec,Overall,131,117,14,0,0,9
298035,Brink's Canada Limited,2018,Full-Time,Provincial,British Columbia,Overall,178,134,44,3,2,59
298064,Brink's Canada Limited,2018,Full-Time,Provincial,Alberta,Overall,139,106,33,6,3,29
298254,Brink's Canada Limited,2018,Part-Time,Provincial,Ontario,Overall,314,239,75,5,3,65
298275,Brink's Canada Limited,2018,Part-Time,Provincial,Québec,Overall,42,35,7,0,0,2
298288,Brink's Canada Limited,2018,Part-Time,Provincial,British Columbia,Overall,86,64,22,3,1,28
298301,Brink's Canada Limited,2018,Part-Time,Provincial,Alberta,Overall,45,34,11,1,2,7
298399,British Columbia Maritime Employers Association,2018,Full-Time,Provincial,British Columbia,Overall,6413,5639,774,666,147,1703
298498,British Columbia Maritime Employers Association,2018,Part-Time,Provincial,British Columbia,Overall,6,3,3,0,0,0
298561,Bruce Power LP,2018,Full-Time,Provincial,Ontario,Overall,4102,3240,862,102,63,319
298623,Bruce Power LP,2018,Part-Time,Provincial,Ontario,Overall,24,9,15,1,0,1
298669,Business Development Bank of Canada,2018,Full-Time,Provincial,Ontario,Overall,495,259,236,6,13,153
298694,Business Development Bank of Canada,2018,Full-Time,Provincial,Québec,Overall,1076,545,531,5,31,141
298723,Business Development Bank of Canada,2018,Full-Time,Provincial,British Columbia,Overall,193,104,89,2,6,64
298748,Business Development Bank of Canada,2018,Full-Time,Provincial,Alberta,Overall,188,111,77,2,2,50
298894,Business Development Bank of Canada,2018,Part-Time,Provincial,Ontario,Overall,5,1,4,0,0,1
298907,Business Development Bank of Canada,2018,Part-Time,Provincial,Québec,Overall,15,1,14,0,1,0
298920,Business Development Bank of Canada,2018,Part-Time,Provincial,British Columbia,Overall,5,0,5,0,0,2
298929,Business Development Bank of Canada,2018,Part-Time,Provincial,Alberta,Overall,4,1,3,0,0,0
299031,BWXT Nuclear Energy Canada Inc. / BWXT Medical Ltd.,2018,Full-Time,Provincial,Ontario,Overall,462,328,134,6,17,57
299085,BWXT Nuclear Energy Canada Inc. / BWXT Medical Ltd.,2018,Part-Time,Provincial,Ontario,Overall,1,0,1,0,0,0
299131,C.A.T. Inc.,2018,Full-Time,Provincial,Québec,Overall,163,123,40,9,18,16
299250,Caisse Populaire Acadienne Ltee.,2018,Full-Time,Provincial,New Brunswick,Overall,794,197,597,0,0,0
299296,Caisse Populaire Acadienne Ltee.,2018,Part-Time,Provincial,New Brunswick,Overall,45,2,43,0,0,0
299350,Calm Air International LP,2018,Full-Time,Provincial,Manitoba,Overall,304,200,104,30,10,41
299395,Calm Air International LP,2018,Full-Time,Provincial,Nunavut,Overall,76,56,20,39,3,10
299490,Calm Air International LP,2018,Part-Time,Provincial,Manitoba,Overall,42,11,31,8,0,6
299503,Calm Air International LP,2018,Part-Time,Provincial,Nunavut,Overall,9,2,7,8,0,0
299554,Cam-Scott Transport Ltd.,2018,Full-Time,Provincial,Ontario,Overall,156,137,19,0,0,16
299596,Cam-Scott Transport Ltd.,2018,Part-Time,Provincial,Ontario,Overall,2,1,1,0,0,0
299654,Cameco Corporation,2018,Full-Time,Provincial,Ontario,Overall,725,546,179,22,15,36
299707,Cameco Corporation,2018,Full-Time,Provincial,Saskatchewan,Overall,1035,787,248,293,15,60
299781,Cameco Corporation,2018,Part-Time,Provincial,Ontario,Overall,9,4,5,3,0,0
299798,Cameco Corporation,2018,Part-Time,Provincial,Saskatchewan,Overall,25,3,22,0,0,0
299877,Can-West Corporate Air Charters Ltd.,2018,Full-Time,Provincial,Alberta,Overall,104,92,12,1,0,3
299907,Can-West Corporate Air Charters Ltd.,2018,Part-Time,Provincial,Alberta,Overall,2,1,1,1,0,0
299965,Canada Cartage System Limited Partnership,2018,Full-Time,Provincial,Ontario,Overall,1530,1307,223,35,19,286
300080,Canada Cartage System Limited Partnership,2018,Part-Time,Provincial,Ontario,Overall,139,131,8,1,2,24
300143,Canada Council for the Arts,2018,Full-Time,Provincial,Ontario,Overall,232,69,163,13,8,32
300181,Canada Council for the Arts,2018,Part-Time,Provincial,Ontario,Overall,11,1,10,0,2,1
300219,Canada Deposit Insurance Corporation / La Société d'assurance-dépôts du Canada,2018,Full-Time,Provincial,Ontario,Overall,128,64,64,3,7,31
300289,Canada Energy Regultor (Separate Employer),2018,Full-Time,Provincial,Alberta,Overall,436,166,270,19,19,52
300384,Canada Energy Regultor (Separate Employer),2018,Part-Time,Provincial,Alberta,Overall,24,2,22,3,2,2
300459,Canada Malting Company Ltd.,2018,Full-Time,Provincial,Alberta,Overall,112,88,24,3,0,16
300591,Canada Mortgage and Housing Corporation,2018,Full-Time,Provincial,Ontario,Overall,1267,532,735,22,51,339
300624,Canada Mortgage and Housing Corporation,2018,Full-Time,Provincial,Québec,Overall,215,93,122,2,6,40
300649,Canada Mortgage and Housing Corporation,2018,Full-Time,Provincial,British Columbia,Overall,149,68,81,4,9,56
300786,Canada Mortgage and Housing Corporation,2018,Part-Time,Provincial,Ontario,Overall,5,0,5,0,1,0
300799,Canada Mortgage and Housing Corporation,2018,Part-Time,Provincial,Québec,Overall,4,0,4,0,0,1
300808,Canada Mortgage and Housing Corporation,2018,Part-Time,Provincial,British Columbia,Overall,3,1,2,0,1,2
300877,Canada Pension Plan Investment Board,2018,Full-Time,Provincial,Ontario,Overall,1217,689,528,4,30,516
300944,Canada Pension Plan Investment Board,2018,Part-Time,Provincial,Ontario,Overall,4,2,2,0,0,1
301007,Canada Post Corporation,2018,Full-Time,Provincial,Ontario,Overall,16577,10114,6463,242,750,4165
301052,Canada Post Corporation,2018,Full-Time,Provincial,Québec,Overall,7892,4838,3054,57,171,720
301097,Canada Post Corporation,2018,Full-Time,Provincial,Nova Scotia,Overall,916,480,436,17,50,43
301138,Canada Post Corporation,2018,Full-Time,Provincial,New Brunswick,Overall,775,380,395,8,35,20
301171,Canada Post Corporation,2018,Full-Time,Provincial,Manitoba,Overall,1330,814,516,140,48,201
301212,Canada Post Corporation,2018,Full-Time,Provincial,British Columbia,Overall,5376,3153,2223,160,198,1694
301257,Canada Post Corporation,2018,Full-Time,Provincial,Prince Edward Island,Overall,112,61,51,2,4,2
301270,Canada Post Corporation,2018,Full-Time,Provincial,Saskatchewan,Overall,1061,532,529,47,42,99
301303,Canada Post Corporation,2018,Full-Time,Provincial,Alberta,Overall,3454,1846,1608,112,154,733
301344,Canada Post Corporation,2018,Full-Time,Provincial,Newfoundland and Labrador,Overall,513,215,298,26,22,6
301377,Canada Post Corporation,2018,Full-Time,Provincial,Yukon,Overall,32,16,16,3,1,1
301731,Canada Post Corporation,2018,Part-Time,Provincial,Ontario,Overall,5368,2341,3027,82,144,1300
301748,Canada Post Corporation,2018,Part-Time,Provincial,Québec,Overall,2896,987,1909,23,43,214
301757,Canada Post Corporation,2018,Part-Time,Provincial,Nova Scotia,Overall,644,203,441,20,27,22
301766,Canada Post Corporation,2018,Part-Time,Provincial,New Brunswick,Overall,462,136,326,5,12,11
301775,Canada Post Corporation,2018,Part-Time,Provincial,Manitoba,Overall,554,186,368,51,18,60
301788,Canada Post Corporation,2018,Part-Time,Provincial,British Columbia,Overall,1537,524,1013,60,30,324
301797,Canada Post Corporation,2018,Part-Time,Provincial,Prince Edward Island,Overall,94,29,65,1,4,1
301806,Canada Post Corporation,2018,Part-Time,Provincial,Saskatchewan,Overall,625,144,481,37,21,67
301815,Canada Post Corporation,2018,Part-Time,Provincial,Alberta,Overall,2075,689,1386,55,61,404
301824,Canada Post Corporation,2018,Part-Time,Provincial,Newfoundland and Labrador,Overall,370,63,307,28,9,1
301833,Canada Post Corporation,2018,Part-Time,Provincial,Yukon,Overall,34,19,15,3,2,4
301955,Canadian Air Transport Security Authority,2018,Full-Time,Provincial,Ontario,Overall,309,167,142,9,5,56
301993,Canadian Air Transport Security Authority,2018,Part-Time,Provincial,Ontario,Overall,1,0,1,0,0,0
302043,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Full-Time,Provincial,Ontario,Overall,2775,1394,1381,46,102,523
302080,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Full-Time,Provincial,Québec,Overall,2390,1257,1133,23,35,159
302125,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Full-Time,Provincial,Nova Scotia,Overall,125,74,51,4,6,8
302146,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Full-Time,Provincial,New Brunswick,Overall,163,83,80,0,5,2
302171,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Full-Time,Provincial,Manitoba,Overall,156,85,71,15,4,19
302196,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Full-Time,Provincial,British Columbia,Overall,240,130,110,9,7,44
302221,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Full-Time,Provincial,Saskatchewan,Overall,126,63,63,9,7,10
302246,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Full-Time,Provincial,Alberta,Overall,202,103,99,3,7,20
302271,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Full-Time,Provincial,Newfoundland and Labrador,Overall,92,50,42,8,5,1
302541,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Part-Time,Provincial,Ontario,Overall,102,37,65,0,6,13
302562,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Part-Time,Provincial,Québec,Overall,81,19,62,1,2,6
302591,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Part-Time,Provincial,Nova Scotia,Overall,12,4,8,0,2,2
302600,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Part-Time,Provincial,Manitoba,Overall,12,2,10,1,1,2
302617,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Part-Time,Provincial,British Columbia,Overall,25,9,16,1,0,5
302630,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Part-Time,Provincial,Saskatchewan,Overall,5,1,4,2,0,2
302639,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Part-Time,Provincial,Alberta,Overall,16,4,12,0,2,0
302648,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Part-Time,Provincial,Newfoundland and Labrador,Overall,4,1,3,0,1,1
302794,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Temporary,Provincial,Ontario,Overall,612,293,319,6,18,111
302823,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Temporary,Provincial,Québec,Overall,1056,578,478,6,12,87
302852,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Temporary,Provincial,Nova Scotia,Overall,35,17,18,1,0,1
302873,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Temporary,Provincial,New Brunswick,Overall,48,28,20,1,3,2
302886,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Temporary,Provincial,Manitoba,Overall,32,16,16,1,1,5
302899,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Temporary,Provincial,British Columbia,Overall,83,37,46,1,0,7
302916,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Temporary,Provincial,Saskatchewan,Overall,20,12,8,1,1,2
302925,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Temporary,Provincial,Alberta,Overall,57,25,32,3,1,3
302938,Canadian Broadcasting Corporation / Société Radio-Canada,2018,Temporary,Provincial,Newfoundland and Labrador,Overall,23,13,10,1,2,0
303124,Canadian Commercial Corporation,2018,Full-Time,Provincial,Ontario,Overall,118,49,69,1,7,19
303186,Canadian Imperial Bank of Commerce,2018,Full-Time,Provincial,Ontario,Overall,21542,10139,11403,216,1377,8972
303223,Canadian Imperial Bank of Commerce,2018,Full-Time,Provincial,Québec,Overall,2461,988,1473,22,142,497
303260,Canadian Imperial Bank of Commerce,2018,Full-Time,Provincial,Nova Scotia,Overall,573,279,294,17,52,82
303297,Canadian Imperial Bank of Commerce,2018,Full-Time,Provincial,New Brunswick,Overall,407,171,236,5,49,22
303330,Canadian Imperial Bank of Commerce,2018,Full-Time,Provincial,Manitoba,Overall,387,140,247,22,23,74
303367,Canadian Imperial Bank of Commerce,2018,Full-Time,Provincial,British Columbia,Overall,2394,1020,1374,32,128,964
303404,Canadian Imperial Bank of Commerce,2018,Full-Time,Provincial,Saskatchewan,Overall,629,262,367,19,55,215
303437,Canadian Imperial Bank of Commerce,2018,Full-Time,Provincial,Alberta,Overall,1591,548,1043,17,66,495
303470,Canadian Imperial Bank of Commerce,2018,Full-Time,Provincial,Newfoundland and Labrador,Overall,125,35,90,2,5,4
303812,Canadian Imperial Bank of Commerce,2018,Part-Time,Provincial,Ontario,Overall,1709,358,1351,25,153,486
303841,Canadian Imperial Bank of Commerce,2018,Part-Time,Provincial,Québec,Overall,544,115,429,5,42,79
303870,Canadian Imperial Bank of Commerce,2018,Part-Time,Provincial,Nova Scotia,Overall,141,25,116,5,13,18
303887,Canadian Imperial Bank of Commerce,2018,Part-Time,Provincial,New Brunswick,Overall,61,5,56,1,9,2
303896,Canadian Imperial Bank of Commerce,2018,Part-Time,Provincial,Manitoba,Overall,117,16,101,14,10,24
303913,Canadian Imperial Bank of Commerce,2018,Part-Time,Provincial,British Columbia,Overall,598,117,481,21,57,189
303938,Canadian Imperial Bank of Commerce,2018,Part-Time,Provincial,Saskatchewan,Overall,115,19,96,6,18,26
303951,Canadian Imperial Bank of Commerce,2018,Part-Time,Provincial,Alberta,Overall,394,49,345,13,26,112
303976,Canadian Imperial Bank of Commerce,2018,Part-Time,Provincial,Newfoundland and Labrador,Overall,50,3,47,1,2,3
